student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
26606,11.2,88.7,2.6,81,B,Good
9542,11,97.8,4.5,78.2,B,Good
17660,21.7,92.9,6.7,86,A,Good
30953,12.8,76.7,7,75.4,B,Good
14909,24,92.7,6.7,100,A,Excellent
37974,17,70.5,6.4,82.9,B,Good
24164,21.8,81.4,6.4,100,A,Excellent
15925,23.3,89.9,6.8,100,A,Excellent
31483,24.9,86.5,5.9,100,A,Excellent
23920,10.5,97.7,6.3,76,B,Good
37809,8.2,97.6,5.1,66.5,C,Average
15921,15.9,88.3,6.4,78.7,B,Good
39757,26.9,67.1,7.9,100,A,Excellent
20740,8.4,88.9,6,65.3,C,Average
17646,14.2,95,9.1,100,A,Excellent
33186,25.9,91.5,7.8,100,A,Excellent
1023,14.8,58.4,6.7,86.1,A,Good
39770,17.8,85.6,6.3,90.5,A,Excellent
24095,7.1,90.6,8.1,73.3,B,Average
430,2.7,88,5.1,47,D,Poor
6469,18.7,100,4,91.3,A,Excellent
22191,7.3,100,4.3,66.8,C,Average
16510,16,76.3,7.7,84.9,B,Good
7447,20.4,86.5,5.8,96.8,A,Excellent
4920,24,93.1,10,100,A,Excellent
39553,18.6,85.5,5.3,100,A,Excellent
35902,18.9,69.2,5.6,85.8,A,Good
28661,19.7,84.7,5.5,98.9,A,Excellent
28943,14.5,78.9,4,84.3,B,Good
28497,3.4,78,7.6,52.1,D,Poor
3835,8.2,73.1,6.6,72.2,B,Average
32695,16,78.6,7,82.7,B,Good
4525,23.3,86.6,5.3,100,A,Excellent
20474,7.6,93.6,5.2,70.7,B,Average
21812,12.4,96.1,4.4,85.8,A,Good
38604,28.6,73.8,6.1,100,A,Excellent
5403,18.7,81.8,3.5,69.9,C,Average
36996,15.6,91.3,7.8,89.2,A,Good
11710,14.3,81.2,6.3,73.1,B,Average
37449,12.1,96,4.7,84.6,B,Good
20400,20,78.8,6.1,86.7,A,Good
36246,23.3,87.2,7,100,A,Excellent
5370,26.1,88.9,4,91,A,Excellent
28093,18.7,87.9,6.3,92,A,Excellent
22538,22.2,100,7,98.1,A,Excellent
37868,8.3,73.1,6.8,74,B,Average
14671,17.9,61.3,6.6,99.8,A,Excellent
13747,0,72.5,7.8,46.2,D,Poor
35865,23.7,90.5,2.5,88.8,A,Good
6599,2.6,82.2,6.1,46.7,D,Poor
330,19.4,80.3,5.4,97.9,A,Excellent
14360,8.5,78.4,3.3,89.7,A,Good
37980,16.4,90.3,9.6,83.9,B,Good
32913,18,89.2,7.5,85.9,A,Good
17573,13.7,67.2,4.1,77.1,B,Good
21014,18.5,82.6,10,100,A,Excellent
27537,12.5,77.9,6.7,80.8,B,Good
17642,12.6,90.6,3.8,90.8,A,Excellent
11155,7.7,100,6.6,51.9,D,Poor
18284,22.1,83.1,5.7,98.2,A,Excellent
36616,7.7,81.6,8.6,60.9,C,Average
32983,19.1,74,3.2,96.3,A,Excellent
34383,10.2,92.8,3.5,70.1,B,Average
2700,24.3,92.5,7.1,100,A,Excellent
25968,17.3,100,5,78.8,B,Good
38987,25.1,90.4,7.6,99.9,A,Excellent
21987,18.9,70.3,7.4,100,A,Excellent
16501,8.7,71.2,6.3,77.8,B,Good
36895,11.7,82.3,5,75.2,B,Good
5361,14.7,90.7,8.2,100,A,Excellent
15585,5.6,76.3,4.2,58.3,C,Poor
39471,13.2,91.3,3.3,79.4,B,Good
14794,4.4,82.7,5.3,78,B,Good
24476,19.6,82.9,1.6,100,A,Excellent
17355,28.1,97.5,4.2,100,A,Excellent
13698,21.4,85.2,7.8,100,A,Excellent
26181,8.7,100,5.6,79.2,B,Good
7845,26.2,96.3,7.9,100,A,Excellent
25001,16.2,66.9,2.4,93.3,A,Excellent
1952,23.8,78.1,4.5,100,A,Excellent
6201,11.1,92.8,3.5,76.6,B,Good
10762,18,84.9,5.3,100,A,Excellent
36430,17.2,88.7,5.5,82.8,B,Good
25916,21,66.5,4.3,84.3,B,Good
26359,9.3,66.2,8,75,B,Good
6422,9.2,76.8,6.6,97.9,A,Excellent
16944,16,93.1,9.3,99,A,Excellent
16023,20.8,82.8,4.9,100,A,Excellent
1021,18.7,68.3,2.2,84.7,B,Good
27339,29.2,92.2,3.4,100,A,Excellent
3847,22.6,75,6.9,100,A,Excellent
10247,5.7,75.6,8,79.7,B,Good
21089,24.7,87.6,3.9,100,A,Excellent
12804,15.7,90.9,8,78.3,B,Good
32308,17.8,66.6,5.5,99.1,A,Excellent
26139,15.3,86.9,3.7,90.1,A,Excellent
24659,21.1,100,3.2,100,A,Excellent
20853,20.4,93.5,5.6,78.4,B,Good
12638,21,91,10,100,A,Excellent
31309,21.5,92.3,9.2,93.7,A,Excellent
13412,17.9,86.2,7.4,94.7,A,Excellent
38670,13.9,91,4.5,82.1,B,Good
27248,11.3,96,6.4,73,B,Average
20235,11.5,86.7,5.8,66,C,Average
4852,32.8,81.4,4.1,100,A,Excellent
28623,22.6,86.8,5.8,100,A,Excellent
32284,17.5,88.7,6.5,92,A,Excellent
1141,12.9,88,2.9,79.3,B,Good
21403,16,83.7,10,95.2,A,Excellent
6002,10.6,65.9,7.2,85.3,A,Good
26140,10.4,85.3,8.5,68.3,C,Average
31456,23.9,74.3,5.4,100,A,Excellent
32130,25,79.5,6.5,100,A,Excellent
24843,16.6,100,3.3,99.1,A,Excellent
39317,3.8,100,4.2,47.8,D,Poor
31195,12.2,91,5.7,78.6,B,Good
28204,3.5,78.4,6.2,60.8,C,Average
29758,16.5,75.6,6.5,97.2,A,Excellent
21887,17.8,79.7,6.6,83.4,B,Good
31958,8.4,88.6,4.9,67,C,Average
4830,7.6,93.6,3.4,80.9,B,Good
2929,26,75.8,6.5,100,A,Excellent
35347,12.4,74.5,7.2,91.6,A,Excellent
5003,2.4,96.2,3.2,41.1,D,Poor
4843,19.8,78.7,6.6,100,A,Excellent
11306,11.2,91.7,4.2,87.5,A,Good
293,10.9,88.2,5.2,74.5,B,Average
38804,17.6,81.7,1.9,93.7,A,Excellent
39778,19,98.2,6.5,90,A,Good
23876,29.1,91.3,8.1,100,A,Excellent
18754,14.6,76.1,7.4,80.2,B,Good
6812,5,62.5,7.6,66.9,C,Average
13841,25.6,100,3,100,A,Excellent
22688,11.5,90.2,3.4,73.8,B,Average
31726,13.5,82.8,8.1,94.7,A,Excellent
30247,7.7,92.2,7.3,58.7,C,Poor
29900,13.4,75.5,7,83.8,B,Good
30785,21.2,85.7,7.3,100,A,Excellent
37362,21.8,80.3,5.3,99.6,A,Excellent
2658,21.2,90.7,6.6,98.6,A,Excellent
11633,32,99,6.5,100,A,Excellent
9131,23.5,100,3.9,100,A,Excellent
19202,18.8,100,7.4,98.9,A,Excellent
S081,13,66,3,68,C,Average
25468,18.7,99.9,2.5,100,A,Excellent
35241,19.1,96,9,97,A,Excellent
10293,8.8,79.3,7.3,57.2,C,Poor
27274,31,85.8,4,100,A,Excellent
21693,32.5,87,6.1,100,A,Excellent
26858,10.9,81.4,6.8,71,B,Average
32165,19.2,98.2,5.9,100,A,Excellent
11158,13.8,84.7,6.2,88.4,A,Good
1716,14.4,75.6,5.6,87,A,Good
33383,21.9,77.7,5.8,95.2,A,Excellent
28437,13.1,89.8,5.3,88.5,A,Good
28945,11.4,79.9,2.9,70.8,B,Average
16651,22.9,96.9,2.4,96.3,A,Excellent
32795,21.1,60.6,6.5,100,A,Excellent
579,4.6,75.5,6.6,58.1,C,Poor
11714,17.1,97.1,2.8,89.9,A,Good
29464,21.4,89.9,4.8,100,A,Excellent
688,12.4,78.5,4.4,76.5,B,Good
26704,24,88.2,7,100,A,Excellent
5582,22.2,93.1,5.6,100,A,Excellent
33645,23.9,52,7.9,100,A,Excellent
3544,7.5,100,6.7,88.6,A,Good
9211,4.8,81.4,5.6,51,D,Poor
9461,17.7,71.5,7.2,100,A,Excellent
39163,9.3,81.1,6.4,72.5,B,Average
9178,11.3,86.2,5,81.1,B,Good
11424,12.6,61.8,8.7,81.9,B,Good
10682,15.7,83.2,5.4,81.7,B,Good
35559,17.1,96.8,10,91.7,A,Excellent
9001,20.4,85.9,5.8,88.1,A,Good
34946,18.1,86.7,5.8,100,A,Excellent
21253,28.5,100,7.1,100,A,Excellent
21473,14.3,63.5,6.2,80.1,B,Good
5887,9.8,78.6,5.6,87.3,A,Good
12657,24.4,76.9,5.8,100,A,Excellent
27660,0,100,4.5,54.1,D,Poor
27847,24.5,73.3,5.3,96.8,A,Excellent
5681,8.3,100,5.7,54,D,Poor
32682,15.2,81.9,8.9,83.5,B,Good
32709,10.1,84,5.3,68.5,C,Average
10601,23.3,83.5,7.9,100,A,Excellent
583,19.4,89.4,3.6,100,A,Excellent
6545,15.6,81.3,5.3,100,A,Excellent
6837,21.5,85.4,6.3,100,A,Excellent
7866,7.9,79.6,3.4,73.4,B,Average
25750,11,87.6,5.4,73.1,B,Average
32991,21.3,92.2,4.5,100,A,Excellent
11558,0.9,84,4.5,50.7,D,Poor
39785,10.7,97,4.1,62.9,C,Average
31771,2.5,77.4,4.8,66.2,C,Average
30158,24.3,81.6,5,100,A,Excellent
24451,23.5,65.5,7.8,100,A,Excellent
27633,18.9,76.2,5.8,80.6,B,Good
36494,15.2,83.7,6,88.5,A,Good
2000,9.8,89,9.1,83.9,B,Good
26962,8.3,83.6,5.5,75.4,B,Good
903,15.2,87.1,5.4,86.1,A,Good
33935,13.1,79.9,3.5,69.9,C,Average
35815,23.3,83.5,5.8,100,A,Excellent
15851,27.8,100,3.8,100,A,Excellent
26880,17.7,89.8,6.3,100,A,Excellent
21168,23.4,73,2.9,100,A,Excellent
9120,24.6,82.9,4.9,100,A,Excellent
14735,15.3,67.4,6.9,72.7,B,Average
32634,5,100,7.6,72.9,B,Average
19769,21.7,82.5,5.5,100,A,Excellent
30529,15.8,86.4,7.6,75,B,Good
18304,13.9,100,5.2,94.8,A,Excellent
14467,27.4,100,6.5,100,A,Excellent
16877,6.8,100,4.1,49,D,Poor
17078,20.6,84.9,7.9,82.9,B,Good
36994,13.4,98.2,5,85.5,A,Good
22696,31.7,79.4,6.8,100,A,Excellent
38456,13.2,76.3,1.6,100,A,Excellent
38030,16.9,63.2,5,93,A,Excellent
2321,18.1,76.7,3.7,100,A,Excellent
19352,13.3,87.8,10,85.1,A,Good
14246,17.4,87.2,10,96.8,A,Excellent
15940,6.5,65.4,5.7,59.6,C,Poor
38674,21.3,83.9,6.1,100,A,Excellent
23942,22.3,85.4,7,100,A,Excellent
17616,9.3,66.5,3.3,49.6,D,Poor
27729,21.9,91.9,3.5,99.8,A,Excellent
30628,32.2,97.4,7.6,100,A,Excellent
12121,21.6,81.1,8.5,85,B,Good
37321,15,74.5,5.9,90.7,A,Excellent
10849,13,85.5,7.3,99.4,A,Excellent
9817,15.8,87.6,4.8,98.2,A,Excellent
12079,26.7,85,9.1,100,A,Excellent
6898,7.1,100,8.4,62.8,C,Average
10407,15.8,72.5,5.4,79,B,Good
13385,3.9,80.5,1.4,80.6,B,Good
28256,1.8,84.2,5.3,49.5,D,Poor
11664,10.6,77.7,3.7,69,C,Average
13001,15.1,64.7,6,85.8,A,Good
4019,11.4,82.8,4.9,77,B,Good
32231,23.6,76.1,3.8,100,A,Excellent
8098,23.1,100,6.5,100,A,Excellent
11322,19.8,78.1,4.9,100,A,Excellent
35638,20,75.3,6.7,100,A,Excellent
3745,8,87.3,5.4,55.1,C,Poor
5293,4.5,94,7.8,73.3,B,Average
38887,16.7,85.2,6.3,94.3,A,Excellent
33483,12.4,96,4.7,73.4,B,Average
13345,15.9,100,7.6,86.4,A,Good
6846,18.1,96.1,5.6,91.2,A,Excellent
6443,5.3,91.6,3.6,66.3,C,Average
28215,14.4,100,10,92.9,A,Excellent
31286,16.6,89.1,4.5,91.4,A,Excellent
38371,10.9,75.1,8.1,93.5,A,Excellent
5761,15.2,91.1,5.3,83.8,B,Good
22053,24.3,87.8,7.5,95.2,A,Excellent
22280,13.4,78.1,8.6,73.5,B,Average
20268,8.7,100,8.3,71.9,B,Average
12593,9.2,82.1,6.7,82.4,B,Good
5972,15,78.2,7.8,82.3,B,Good
28149,4,80,6.9,70.9,B,Average
36037,0,81.2,6,49.9,D,Poor
37536,13.8,78.8,4.7,79.3,B,Good
17608,16.7,93.6,5.8,100,A,Excellent
16919,11.5,71.1,6.4,69,C,Average
15614,18,74.9,6.1,97.3,A,Excellent
16255,8.4,92.8,5.4,74.4,B,Average
4996,14.7,73.2,7.3,92.8,A,Excellent
16533,14.4,87,8.3,91.3,A,Excellent
24873,3.4,69.5,7.2,74.4,B,Average
24714,18.4,88.8,3.6,81.4,B,Good
36925,21.3,80.4,5.5,100,A,Excellent
31287,19.4,97.5,9.1,88.2,A,Good
11050,30.2,73.5,7.5,100,A,Excellent
19169,16.9,89.3,4.8,98.5,A,Excellent
35420,23,84,4.2,100,A,Excellent
32208,24.2,90.9,6.7,100,A,Excellent
30807,16.6,92.2,8.5,100,A,Excellent
36601,25.5,76.7,3.2,100,A,Excellent
765,23,89.2,4.6,100,A,Excellent
17134,12.8,94.6,6.2,59.4,C,Poor
20987,18.1,75.1,9.4,100,A,Excellent
19022,16.2,81.3,8.1,99.9,A,Excellent
11224,3.4,81.2,6.7,64.9,C,Average
11008,9.8,76.1,3.9,57.7,C,Poor
38329,2.7,77.6,3.9,67.9,C,Average
36654,6.4,71.6,8.2,57.4,C,Poor
27098,16,80.6,7.2,75.8,B,Good
7521,21.9,82.5,5.8,100,A,Excellent
6249,3.1,79.1,3,78.9,B,Good
34634,16.7,72.2,8.8,92.7,A,Excellent
26197,19.9,77.3,4.8,89,A,Good
22930,18.5,100,10,100,A,Excellent
23899,11.1,100,3.5,69,C,Average
11703,3.4,78.6,7.7,48.7,D,Poor
25446,21,73.1,4.9,100,A,Excellent
1455,19,79.9,7.7,100,A,Excellent
5326,14.9,87.9,6.9,95.4,A,Excellent
17154,28.6,78.9,5.6,100,A,Excellent
4052,16.3,94.7,5.3,79.4,B,Good
1226,14.1,89.7,8.1,75.7,B,Good
31314,22.1,83.3,4.9,99.7,A,Excellent
23515,14,94.1,9.9,70.3,B,Average
11822,5.1,97.1,9.7,52.3,D,Poor
35998,17.5,98.1,8.1,91.2,A,Excellent
39567,11.1,85,6.8,68.8,C,Average
29650,28,80.3,5.1,100,A,Excellent
559,17.8,73.9,4.2,100,A,Excellent
13729,17,82.4,2.4,87,A,Good
4495,21,100,8.7,100,A,Excellent
17179,23.5,88.2,4.4,100,A,Excellent
20269,10.1,85.7,4.7,84.9,B,Good
1944,12.6,77,5.3,67.5,C,Average
21083,25.7,88.1,7.2,100,A,Excellent
22597,19.1,79.4,4.7,90.4,A,Excellent
12229,21.8,99.9,2.4,100,A,Excellent
5312,23.6,91.4,4.5,100,A,Excellent
16207,24.9,84.8,3.9,100,A,Excellent
20891,8.4,79.5,4.8,59.5,C,Poor
11176,18.6,92.4,9.9,98,A,Excellent
3871,5.3,73.2,5.4,69.3,C,Average
8780,13.8,66.8,8.1,67.4,C,Average
27264,7,81.2,7.2,56.8,C,Poor
34038,27.9,86,7.3,100,A,Excellent
25902,18,80.1,3.8,100,A,Excellent
28135,9.5,77.7,9.2,54.1,D,Poor
14213,23.1,88.6,3.8,100,A,Excellent
25568,17.6,94.4,6.7,71.9,B,Average
135,8.6,80.4,6.1,70.6,B,Average
34891,21.8,65.3,5.4,100,A,Excellent
8772,26,100,5.5,100,A,Excellent
28160,25.4,80,9.2,100,A,Excellent
17805,10.4,100,4.7,62.7,C,Average
30528,14.2,91.1,8,100,A,Excellent
5341,7.6,76.9,2.9,60.2,C,Average
21478,13.3,95.7,5.1,93.7,A,Excellent
26876,18.3,83.6,7.5,86.2,A,Good
13295,25.1,81.2,7.1,100,A,Excellent
18746,10.2,83.8,7.7,86.6,A,Good
21957,19.4,84.1,7.9,87.3,A,Good
16982,16.7,86.8,7.6,95.5,A,Excellent
4090,12.3,70.8,8.5,88.4,A,Good
16216,23.9,65.3,3.9,96.2,A,Excellent
38621,0.4,69.5,6.4,47.2,D,Poor
15781,11.9,95.3,4.5,70.4,B,Average
36806,14.2,73,4.9,88.3,A,Good
12298,10.5,77.7,5.8,86.7,A,Good
23648,11.8,95.3,5.9,92.6,A,Excellent
18361,23.6,77.8,8.5,99.1,A,Excellent
29672,14.4,96,7.3,94.8,A,Excellent
6242,8.4,92.5,4.7,81.4,B,Good
31209,7.5,99.1,4.4,68.6,C,Average
39656,13.7,88.9,8.1,76.2,B,Good
30656,17.7,96.5,5.5,100,A,Excellent
16297,13.8,76.6,2.6,87.8,A,Good
18731,23.5,93,2.6,100,A,Excellent
15480,3.2,100,4.2,65.2,C,Average
33095,20.7,98.9,5.2,100,A,Excellent
38873,9.2,90.5,6.3,82.3,B,Good
4941,19.1,81.5,5.6,100,A,Excellent
21904,11,85.7,8.8,81.3,B,Good
5109,7.5,100,7.1,58.2,C,Poor
14763,0,68,4.8,55.3,C,Poor
1611,13,92.8,6.7,84.9,B,Good
22242,16,70.3,6.2,100,A,Excellent
7838,14.5,83.6,6.6,86.7,A,Good
10698,30,87.6,8.3,100,A,Excellent
4257,9.1,96.7,5.5,85.3,A,Good
6642,27.6,90.9,3.7,100,A,Excellent
19799,19.7,89.3,4.7,97.6,A,Excellent
20725,9.8,86.3,4.5,100,A,Excellent
12711,13.1,100,3.8,80,B,Good
15107,13.5,67.9,8.9,86.8,A,Good
22539,18.5,80.8,5.5,90.7,A,Excellent
29912,13.1,94.4,6.2,84.7,B,Good
32748,23.1,88,7.5,100,A,Excellent
37743,12.4,78.3,3.9,77.8,B,Good
11630,27.6,81.5,6.1,100,A,Excellent
18448,19,89.7,4.3,100,A,Excellent
25536,17.3,90.3,5.9,84.6,B,Good
3912,16.5,90.4,0.7,75.8,B,Good
10121,32.5,76.4,4.6,100,A,Excellent
24262,22.7,98.2,5.8,100,A,Excellent
1224,17.9,79.5,0.4,82.7,B,Good
26391,16.6,72.4,9.5,74.8,B,Average
12766,19.3,85.1,3.2,100,A,Excellent
39789,16,86.7,6.3,85.4,A,Good
34261,7.1,100,5.8,76.3,B,Good
23511,13.8,100,6.4,87.1,A,Good
32325,14.4,88.1,8.8,95.9,A,Excellent
34938,0,67.5,5.5,48.8,D,Poor
18291,18.6,85,5.8,100,A,Excellent
33398,7.6,78.1,4.2,65.8,C,Average
29920,12.3,63.4,5.8,73.2,B,Average
6776,20.8,89.8,3.7,97.4,A,Excellent
32219,18.3,73.5,7.2,93.5,A,Excellent
24249,25.2,87,5.9,97.3,A,Excellent
38967,8.8,86,5.4,70.8,B,Average
36458,15.1,75.3,5.2,74.7,B,Average
16570,26.8,86.7,4,100,A,Excellent
9373,10.9,99.9,4.4,72.9,B,Average
21637,5.9,92.2,9.9,58.7,C,Poor
2570,13.4,85.3,6.5,76.8,B,Good
28839,13.9,82.4,8.3,82,B,Good
767,14.8,86.9,4.8,85,A,Good
31334,17,92.3,4,92.1,A,Excellent
12250,13.1,70.1,5.4,78.7,B,Good
24464,16.1,84.7,3.4,90.4,A,Excellent
S191,20,54,7,88,A,Good
1679,22,68.6,8.3,100,A,Excellent
2087,11.4,85.6,3.9,63.1,C,Average
16603,11.3,80.4,7.4,60.7,C,Average
36513,15.6,86.3,3.5,81.8,B,Good
16861,21.4,80.4,6.2,100,A,Excellent
27642,22.5,73.7,4,100,A,Excellent
29515,18.9,95.1,2.8,90.7,A,Excellent
29894,28.8,82,6.8,100,A,Excellent
30016,19.5,98.2,5.8,100,A,Excellent
28605,12.3,65.6,1.4,83.7,B,Good
5235,17.2,72.2,3.4,75.7,B,Good
18980,20.8,82.6,7.8,100,A,Excellent
15773,9.4,87.1,10,86.1,A,Good
3105,9.9,97.4,6,54.9,D,Poor
104,9.4,72.5,5.4,86.1,A,Good
9325,4.9,76.9,5.3,66.7,C,Average
27873,15.7,60.4,5.6,78,B,Good
10700,0.4,100,4.7,50.4,D,Poor
25308,11.6,83,7.7,88.9,A,Good
2748,6.9,85.3,4.8,64.5,C,Average
35245,22.3,83.8,5.5,100,A,Excellent
27083,18.5,86.3,4.8,77.8,B,Good
28848,23.6,79.7,6.6,100,A,Excellent
16332,15.5,76.6,7.6,87.9,A,Good
24774,9.4,66.3,5.9,78.9,B,Good
39394,16.1,93.7,6.1,98.6,A,Excellent
9838,23.2,80.7,7.2,100,A,Excellent
9500,26.7,88.3,3.5,100,A,Excellent
22570,24.2,87.5,8.4,100,A,Excellent
11779,12.6,83.9,7.3,77.6,B,Good
25482,14.6,80,6.8,92.9,A,Excellent
10683,13.7,65.1,6,93.7,A,Excellent
13,16.7,77.9,2.5,95.2,A,Excellent
25090,21.8,87.3,3.9,94.8,A,Excellent
20422,17.8,76.3,4.9,92.4,A,Excellent
38539,9.3,91.3,3.6,69.7,C,Average
22682,6.4,84.6,6.5,59.5,C,Poor
12622,14.8,94,7.8,97,A,Excellent
16739,26,68.2,6.3,100,A,Excellent
13091,11.8,79.5,4.9,83.6,B,Good
25839,16.3,82.1,1.8,82.8,B,Good
35505,18.8,89.1,4.7,69.4,C,Average
15609,15.2,100,3.1,90.4,A,Excellent
13175,19.6,83.7,6.5,75.2,B,Good
13008,12.6,71.1,4.5,70.5,B,Average
39050,9.7,92,8.2,64.3,C,Average
13475,4.5,74.2,8.1,63.5,C,Average
121,20.5,79.3,8.2,92.1,A,Excellent
22259,4.5,92.2,5.5,79.4,B,Good
31510,7,71.9,1.6,62.3,C,Average
34862,22.7,72.6,5.8,92.9,A,Excellent
3129,15.5,84.7,8.5,80.5,B,Good
9122,5,81.3,5.3,63.7,C,Average
15824,5.3,93.2,7.2,54.1,D,Poor
6246,18.5,86.2,5.8,99.9,A,Excellent
25747,17,98.7,5.9,84.3,B,Good
39602,19.6,92.6,3.1,100,A,Excellent
3780,14.4,80.3,4.8,83.9,B,Good
28240,22.6,86.2,7.3,100,A,Excellent
2090,25.2,88.8,6.6,87.9,A,Good
29196,15.7,82.4,5.2,100,A,Excellent
39747,21,80.6,5.2,100,A,Excellent
35349,23.8,80.7,4.8,100,A,Excellent
35203,9.7,85,3.8,77.7,B,Good
11392,17.9,78.1,6.7,100,A,Excellent
38348,5.6,85.2,3.5,66.1,C,Average
13426,21.4,89.1,7.4,100,A,Excellent
13805,20.2,73.5,5.6,100,A,Excellent
32428,35.6,71.6,6.2,100,A,Excellent
15325,11.7,88.2,7.1,96.7,A,Excellent
26557,10.4,74.9,4.9,86.6,A,Good
19152,8.7,97.2,9.2,74.6,B,Average
35981,25.3,74.8,6.7,100,A,Excellent
37849,20.9,95.9,8.7,95.2,A,Excellent
5153,18.6,97.3,5.6,95.2,A,Excellent
9450,20.2,79.7,7.9,100,A,Excellent
24591,13.8,68.6,6.1,86.4,A,Good
38654,18.9,87,4,97.8,A,Excellent
8584,19.4,86.5,6.3,100,A,Excellent
12414,19.2,85.6,8.6,100,A,Excellent
12899,6.3,77.1,8.1,53.9,D,Poor
31260,16.4,89.1,5.3,96.9,A,Excellent
341,9.2,83.7,2.4,72.9,B,Average
9362,24.9,92.6,7.1,100,A,Excellent
21518,15,85.2,3.6,85.9,A,Good
2982,23.9,93.8,8.7,100,A,Excellent
33360,22.9,74.9,5,100,A,Excellent
2138,25.8,69.6,2.7,100,A,Excellent
9227,11.6,100,5,71.1,B,Average
7746,9.3,88.2,6.4,72.7,B,Average
28064,25.4,78.4,8,100,A,Excellent
33613,14.5,100,5.7,82.9,B,Good
10374,11,86.7,7,79.9,B,Good
19520,15.4,85.9,4,72.1,B,Average
6414,17.3,75.5,7.7,99.6,A,Excellent
13723,11.8,98.6,7.8,68.4,C,Average
18250,11.5,61.2,6.6,92.5,A,Excellent
31253,5.4,66.8,5.3,74.7,B,Average
7271,3,87.2,10,58.2,C,Poor
5229,19.2,82.3,6,100,A,Excellent
12572,16.9,88.1,6.2,83.8,B,Good
5458,13.1,75.6,5,77.2,B,Good
1571,20.6,93.5,8,95.4,A,Excellent
39426,16.5,90.7,5.1,92.8,A,Excellent
12281,29.4,83.7,5.5,100,A,Excellent
8932,16.2,91.6,4.9,84.5,B,Good
18148,24.8,96.3,4,100,A,Excellent
38373,23.1,90.1,8,100,A,Excellent
9167,6.2,76.8,7.2,82.2,B,Good
38281,13.1,69.8,6.3,76.1,B,Good
349,10,72,6.4,79.9,B,Good
28350,14,71.3,7.3,55,C,Poor
18036,12.5,96.4,6.3,70.6,B,Average
38802,8.9,79.3,3.6,68.1,C,Average
7828,13.5,83.3,5.3,81.8,B,Good
34707,15,100,6.3,84.9,B,Good
30625,20.8,99.7,6.3,91.9,A,Excellent
19712,28.8,94.1,7,100,A,Excellent
9721,12.7,76.3,6.8,97,A,Excellent
1004,10.5,91.3,1.2,77.5,B,Good
16997,22.4,88.3,4.2,82.7,B,Good
8498,23.5,86.7,5.9,100,A,Excellent
30554,24.4,74.8,7.9,100,A,Excellent
12190,8.6,76.3,8,79.3,B,Good
7265,14,89.2,3.8,91.6,A,Excellent
39662,18.8,87.5,6.8,99,A,Excellent
39023,15.9,82.1,3.8,81.2,B,Good
2059,16.8,87.9,5.8,83.6,B,Good
8995,14.9,98,8.6,90.1,A,Excellent
31847,21.4,80.8,5.4,100,A,Excellent
26451,12.3,80.8,3.9,75.3,B,Good
25883,15.7,96.6,5.3,90.5,A,Excellent
22888,9.6,88.1,6.2,54.4,D,Poor
17614,29.1,88.4,5.1,100,A,Excellent
17165,11.2,90.3,5,74.6,B,Average
33851,8.3,75.2,7.7,61.5,C,Average
18608,7.4,83,5.4,86.3,A,Good
25837,0,85.9,7.7,60.7,C,Average
26639,13.1,96,8.6,72.8,B,Average
8424,8.9,81.2,7.4,73.1,B,Average
9568,18.6,92.4,4.4,94.4,A,Excellent
28470,21.4,87.1,6.9,100,A,Excellent
20137,17.2,91.4,7.1,81.7,B,Good
26902,9.9,90.8,10,65.9,C,Average
27530,17.8,91.1,7.1,100,A,Excellent
9852,13.9,80.7,8.4,89.1,A,Good
9357,19.6,90.7,5,100,A,Excellent
26189,12.8,78.2,9.6,98.8,A,Excellent
30523,10.7,76.6,5,91.4,A,Excellent
34291,18.4,64.4,5.3,90,A,Good
23379,18.6,86.8,5.4,86.9,A,Good
2401,9.9,98.5,5.8,75.4,B,Good
32565,4.7,93.8,5.8,58,C,Poor
13152,16.8,79.4,4.7,90.4,A,Excellent
2722,11.5,91.7,6.3,74.2,B,Average
34155,22.2,82.7,7.7,100,A,Excellent
8808,14.8,85.7,5.7,95.4,A,Excellent
29934,8.2,98.3,3.6,83.7,B,Good
2787,9.6,83.6,2.7,75.6,B,Good
30145,7.4,87.2,4.4,89.8,A,Good
30724,18.6,96.6,7.6,90.4,A,Excellent
15944,26,83.4,5.9,100,A,Excellent
32510,5.1,100,5.5,58.7,C,Poor
27395,0,79.9,6.2,35.8,F,Poor
879,14.9,75.6,7.6,96.2,A,Excellent
26534,11.8,100,5.8,88.7,A,Good
29827,20.1,75.8,5,100,A,Excellent
18916,12.1,93.5,6.7,78.3,B,Good
14271,13.7,85.5,4.3,82.4,B,Good
38851,20.3,89.5,3.5,100,A,Excellent
36416,11.7,82.1,4.9,95.7,A,Excellent
36809,17.7,87.4,4.2,93.6,A,Excellent
3207,9.6,79,7.2,65,C,Average
23818,26.6,83.8,5.7,100,A,Excellent
14527,15.3,86.1,5.6,90.3,A,Excellent
36506,18.2,96.1,5.5,99.8,A,Excellent
9576,9.1,100,6.8,82.5,B,Good
29698,20.6,93.4,5.6,100,A,Excellent
7304,17.4,83.7,7.6,80,B,Good
33174,15.4,99.3,5.5,84.3,B,Good
23825,20.9,100,5.4,100,A,Excellent
21848,15.4,70.7,6.1,93.1,A,Excellent
22768,13.3,85.2,8,82.8,B,Good
37409,7.7,84.1,5.8,66.9,C,Average
1708,28.3,90.9,6,100,A,Excellent
